ID,Name,Weight,Value
000c13d2,Key to Blue Palace,0,0
00093b08,Key to Breezehome,0,0
0009da32,Key to Brina's House,0,0
000c13d5,Key to Bryling's House,0,0
0003e141,Key to Bthardamz Elevator,0,0
0006566a,Key to Burguk's Longhouse,0,0
00093b09,Key to Carlotta Valentia's House,0,0
000c13d8,Key to Castle Dour,0,0
000c13db,Key to Castle Dour Tower,0,0
000fe2b2,Key to Chillfurrow Farmhouse,0,0
00100fa6,Key to Cidhna Mine,0,0
000c1395,Key to Corpselight Farm,0,0
000656e5,Key to Cosnach's Room,0,0
00065667,Key to Daighre's House,0,0
0009da41,Key to Dawnstar Jail,0,0
000bec39,Key to Degaine's Room,0,0
000c13a5,Key to Dengeir's Hall,0,0
000656e3,Key to Eltrys's Room,0,0
00065672,Key to Endon's House,0,0
0006565e,Key to Enmon's House,0,0
000c13e1,Key to Erikur's House,0,0
000c13e4,Key to Evette San's House,0,0
00036a42,Key to Faendal's House,0,0
0009e298,Key to Falion's House,0,0
00108ba4,Key to Falion's House (unobtainable),0,0
00065653,Key to Fathendas House,0,0
00106e21,Key to Filnjar's House,0,0
0009da42,Key to Fruki's House,0,0
00065780,Key to Garvey's Room,0,0
00036a40,Key to Gerdur's House,0,0
0009e2a3,Key to Gestur's House,0,0
000f18ec,Key to Gilfre's House,0,0
000c13a6,Key to Grave Concoctions,0,0
000c13a7,Key to Gray Pine Goods,0,0
0006649a,Key to Gularz Khazgur Keep,0,0
000c13c0,Key to Half Moon Mill,0,0
0003ad48,Key to Halldir's Crypt,0,0
000d2947,Key to Halted Stream Mine,0,0
00065655,Key to Heigen's Farmhouse,0,0
00093b0a,Key to Heimskr's House,0,0
00021679,Key to Hjerim,0,0
00098b7c,Key to Hjorunn's Room,0,0
000a7b36,Key to Honeyside,0,0
00093b0c,Key to House Battle-Born,0,0
00093b0b,Key to House Gray-Mane,0,0
000c13a8,Key to House of Arkay,0,0
0009da37,Key to Irgnir's House,0,0
000c13ea,Key to Jala's House,0,0
00065656,Key to Jens' Farmhouse,0,0
000b858a,Key to Jorgen and Lami's House,0,0
00026bc8,Key to Jorgen's Chest,0,0
000c13ed,Key to Justiciar's Headquarter,0,0
0006565c,Key to Karthwasten Hall,0,0
00065660,Key to Karthwasten Miners' Barracks,0,0
00098b7d,Key to Katla's Farm,0,0
00098b7b,Key to Kharag's Room,0,0
00106e24,Key to Klimmek's House,0,0
0009e28e,Key to Kraldar's House,0,0
0009e29a,Key to Lami's Hut,0,0
00065669,Key to Larak's Longhouse,0,0
00065665,Key to Left Hand Miner's Barracks,0,0
0009da38,Key to Leigelf's House,0,0
000c13aa,Key to Lod's House,0,0
0009e2a4,Key to Longhouse,0,0
00065651,Key to Loreius Farmhouse,0,0
0401db97,Ahzidal's Armor of Retribution,38,2760
0401c655,Ahzidal's Boots of Waterwalking,9,1125
0401db99,Ahzidal's Gauntlets of Warding,1750,6
0401db98,Ahzidal's Helm of Vision,1250,6
0401cac0,Amethyst Claw,0.5,200
000647ac,Amren's Family Sword,9,25
040206f2,Ancient Nordic Pickaxe (quest item),10,500
0009380d,Argonian Ale,0.5,5
02002b29,Arvak's Skull,4,0
02000800,Auriel's Bow (weapon),11,1436
000dc172,Balmora Blue,0.5,68
0008adfb,Ceremonial Axe,14,5
0008adfc,Ceremonial Sword,12,5
0002c259,Cracked White Phial,0.5,0
0201668c,Dawnguard Rune Axe,13,175
02011bad,Dawnguard Rune Hammer,26,500
02011baf,Dawnguard Rune Shield,6,450
0003f4bd,Double-Distilled Skooma,0.5,44
02007a2b,Draw Knife,5,0
0002d516,Elder Scroll (unfurled),20,0
00048782,Elder Scroll (furled),20,0
020118f9,Elder Scroll (Blood),20,0
020126dc,Elder Scroll (Dragon),20,0
02011a13,Elder Scroll (Sun),20,0
00053379,Grimsever,14,727
000240d3,Hilt of Mehrunes' Razor,2,0
00068976,Hjalti's Sword,12,13
00064b71,Hrolfdir's Shield,12,60
000d0758,Kahvozein's Fang,5,9
0006a13c,Keening,4,13
0008f997,Lisbet's Dibella Statue,2,100
000233e3,Mace of Molag Bal,18,1257
0001c492,Nettlebane,10,5
0006fe72,Noster's Helmet,2,35
0008d770,Opaque Vessel,0,0
0003e6bc,Opaque Vessel,0,0
0003e6bb,Opaque Vessel,0,0
000ab85d,Queen Freydis's Sword,10,45
000c04bb,Quill of Gemination,0.1,150
0201391d,Redwater Skooma,0.5,35
00090e32,Ring of Pure Mixtures,0.3,337
0200e7fd,Ring of the Beast,0.3,1927
0200e7fe,Ring of the Erudite,0.3,1803
0006901d,Roggi's Ancestral Shield,12,60
0001c4e6,The Rueful Axe,10,1183
00022f0f,Rusty Mace,13,5
00085d53,Sarthis's Satchel,0,0
000bfa0a,Shahvee's Amulet of Zenithar,1,691
000240d5,Shards of Mehrunes' Razor,6,0
000aed90,Sleeping Tree Sap,0.5,100
0005566a,Stallion's Potion,0.5,341
000d2328,Strange Amulet,0,1000
000e3147,Totem of Brotherhood,0.5,1
000e3148,Totem of Fear,0.5,1
000e3146,Totem of the Hunt,0.5,1
0005f6df,Vaermina's Torpor,0.5,0
0009f25c,Vilkas's Sword,10,70
0200cfb6,Zephyr,10,670
02008e1f,Redwater Den Backrooms Key,0,0
02008e20,Redwater Wellspring Key,0,0
0002e3f8,Ruunvald Key,0,0
0200e7eb,Ring of Draining Claws,0.3,1000
020240fe,Ahzidal (item),9,1165
0402ad33,Blackguard's Armor,7,2079
0402ad34,Blackguard's Boots,2,836
0402ad32,Blackguard's Gloves,2,778
0402ad31,Blackguard's Hood,2,1745
0401cd93,Bonemold Armor,34,290
040284d6,Bonemold Armor of Health,34,391
040284d7,Bonemold Armor of Major Health,34,400
040284d5,Bonemold Armor of Minor Health,34,400
040284da,Bonemold Armor of the Major Squire,34,391
040284d8,Bonemold Armor of the Minor Squire,34,400
040284d9,Bonemold Armor of the Squire,34,400
0401cd92,Bonemold Boots,7,60
040284cb,Bonemold Boots of Dwindling Flames,7,536
040284ce,Bonemold Boots of Dwindling Frost,7,200
040284d1,Bonemold Boots of Dwindling Shock,7,200
040284c7,Bonemold Boots of Hauling,7,858
040284c6,Bonemold Boots of Lifting,7,800
040284d4,Bonemold Boots of Major Sneaking,7,1395
040284d2,Bonemold Boots of Minor Sneaking,7,800
040284c9,Bonemold Boots of Resist Fire,7,192
040284cc,Bonemold Boots of Resist Frost,7,202
040284cf,Bonemold Boots of Resist Shock,7,212
040284d3,Bonemold Boots of Sneaking,7,1000
040284c8,Bonemold Boots of Strength,7,200
040284ca,Bonemold Boots of Waning Fire,7,200
040284cd,Bonemold Boots of Waning Frost,7,200
040284d0,Bonemold Boots of Waning Shock,7,200
0401cd94,Bonemold Gauntlets,3.5,60
040284dc,Bonemold Gauntlets of Alchemy,3.5,349
040284df,Bonemold Gauntlets of Alteration,3.5,428
040284eb,Bonemold Gauntlets of Archery,3.5,582
040284e2,Bonemold Gauntlets of Conjuring,3.5,507
040284f1,Bonemold Gauntlets of Deft Hands,3.5,312
040284e5,Bonemold Gauntlets of Destruction,3.5,536
040284e8,Bonemold Gauntlets of Lockpicking,3.5,285
040284dd,Bonemold Gauntlets of Major Alchemy,3.5,349
040284e0,Bonemold Gauntlets of Major Alteration,3.5,300
040284ec,Bonemold Gauntlets of Major Archery,3.5,300
040284e3,Bonemold Gauntlets of Major Conjuring,3.5,300
040284f2,Bonemold Gauntlets of Major Deft Hands,3.5,300
040284e6,Bonemold Gauntlets of Major Destruction,3.5,300
040284e9,Bonemold Gauntlets of Major Lockpicking,3.5,300
040284f5,Bonemold Gauntlets of Major Smithing,3.5,300
040284f8,Bonemold Gauntlets of Major Sure Grip,3.5,300
040284ef,Bonemold Gauntlets of Major Wielding,3.5,300
040284db,Bonemold Gauntlets of Minor Alchemy,3.5,200
040284de,Bonemold Gauntlets of Minor Alteration,3.5,200
040284ea,Bonemold Gauntlets of Minor Archery,3.5,200
040284e1,Bonemold Gauntlets of Minor Conjuring,3.5,200
040284f0,Bonemold Gauntlets of Minor Deft Hands,3.5,200
040284e4,Bonemold Gauntlets of Minor Destruction,3.5,200
040284e7,Bonemold Gauntlets of Minor Lockpicking,3.5,200
040284f3,Bonemold Gauntlets of Minor Smithing,3.5,200
040284f6,Bonemold Gauntlets of Minor Sure Grip,3.5,200
040284ed,Bonemold Gauntlets of Minor Wielding,3.5,200
040284f4,Bonemold Gauntlets of Smithing,3.5,487
040284f7,Bonemold Gauntlets of Sure Grip,3.5,609
040284ee,Bonemold Gauntlets of Wielding,3.5,609
0401cd95,Bonemold Helmet,4.5,135
040284fa,Bonemold Helmet of Alchemy,4.5,369
040284fd,Bonemold Helmet of Alteration,4.5,448
04028500,Bonemold Helmet of Conjuration,4.5,527
04028503,Bonemold Helmet of Destruction,4.5,546
04028506,Bonemold Helmet of Illusion,4.5,487
04028509,Bonemold Helmet of Magicka,4.5,330
040284fb,Bonemold Helmet of Major Alchemy,4.5,400
040284fe,Bonemold Helmet of Major Alteration,4.5,400
04028501,Bonemold Helmet of Major Conjuration,4.5,400
04028504,Bonemold Helmet of Major Destruction,4.5,400
04028507,Bonemold Helmet of Major Illusion,4.5,400
0402850a,Bonemold Helmet of Major Magicka,4.5,400
040284f9,Bonemold Helmet of Minor Alchemy,4.5,400
040284fc,Bonemold Helmet of Minor Alteration,4.5,400
040284ff,Bonemold Helmet of Minor Conjuration,4.5,400
04028502,Bonemold Helmet of Minor Destruction,4.5,400
04028505,Bonemold Helmet of Minor Illusion,4.5,400
04028508,Bonemold Helmet of Minor Magicka,4.5,400
04037563,Bonemold Pauldron Armor,34,290
04026234,Bonemold Shield,8,95
0402850c,Bonemold Shield of Blocking,8,418
04028510,Bonemold Shield of Dwindling Flames,8,561
04028513,Bonemold Shield of Dwindling Frost,8,590
04029152,Bonemold Shield of Dwindling Magic,8,524
04028516,Bonemold Shield of Dwindling Shock,8,618
0402850d,Bonemold Shield of Major Blocking,8,600
0402850b,Bonemold Shield of Minor Blocking,8,600
0402850e,Bonemold Shield of Resist Fire,8,600
04028511,Bonemold Shield of Resist Frost,8,600
04029150,Bonemold Shield of Resist Magic,8,600
04028514,Bonemold Shield of Resist Shock,8,600
0402850f,Bonemold Shield of Waning Fire,8,600
04028512,Bonemold Shield of Waning Frost,8,600
04029151,Bonemold Shield of Waning Magic,8,600
04028515,Bonemold Shield of Waning Shock,8,600
0401cd87,Chitin Armor,4,240
04029174,Chitin Armor of Eminent Illusion,35,1077
04029172,Chitin Armor of Illusion,35,1077
04029173,Chitin Armor of Major Illusion,35,1000
04029171,Chitin Armor of the Eminent Knight,35,1000
04028fff,Chitin Armor of the Eminent Squire,4,1000
0402916f,Chitin Armor of the Knight,35,940
04029170,Chitin Armor of the Major Knight,35,1000
04028ffc,Chitin Armor of the Major Squire,4,1000
04028ffb,Chitin Armor of the Squire,4,500
00018388,Ancient Nord Armor,28,125
00056a9d,Ancient Nord Boots,5,25
00056b17,Ancient Nord Gauntlets,4,25
00056a9e,Ancient Nord Helmet,4,60
00013948,Banded Iron Armor,35,200
0001394b,Banded Iron Shield,12,100
000d8d50,Forsworn Armor,6,100
000d8d4e,Forsworn Boots,2,20
000d8d52,Forsworn Headdress,2,50
000d8d55,Forsworn Gauntlets,2,20
000cee9e,Forsworn Arrow,0,1
000cc829,Forsworn Axe,15,90
000cee9b,Forsworn Bow,11,145
000fa2c1,Forsworn Staff,8,205
000cade9,Forsworn Sword,13,70
000eafd1,Helmet of the Old Gods,1,345
000eafd2,Gauntlets of the Old Gods,0.5,592
000eafd3,Boots of the Old Gods,1.5,1104
000eafd0,Armor of the Old Gods,3,611
00057a7a,Skooma,0.5,20
0401aea4,Bloodskal Blade,16,500
0010c6fb,Silver Greatsword,12,160
0010aa19,Silver Sword,7,100
000a4dce,Bloodthorn,2.5,183
000e1f15,Ancient Shrouded Armor,5,617
000e1f14,Ancient Shrouded Boots,0.5,355
000e1f17,Ancient Shrouded Cowl,1,1199
000e1f16,Ancient Shrouded Gloves,1,175
0402401b,Deathbrand Armor,7,2433
0402401a,Deathbrand Boots,2,2416
0402401c,Deathbrand Gauntlets,2,3987
0402401d,Deathbrand Helm,7,2433
0001393e,Dragonscale Armor,10,1500
0001393d,Dragonscale Boots,3,300
00013940,Dragonscale Helmet,4,750
0001393f,Dragonscale Gauntlets,3,300
00013941,Dragonscale Shield,6,750
0010cf54,Dragonscale Armor of Eminent Destruction,10,2202
0200284d,Auriel's Shield,14,750
000896a3,Elven Armor,4,225
0001391a,Elven Boots,1,45
0001391c,Elven Gauntlets,1,45
0001391d,Elven Helmet,2,110
0008b664,Elven Helmet of Alchemy,1,444
0008b666,Elven Helmet of Eminent Alchemy,1,569
0008b665,Elven Helmet of Major Alchemy,1,494
000bdff1,Elven Helmet of Major Illusion,1,629
00105f12,Elven Light Armor,4,125
00105f11,Elven Light Boots,1,25
00105f13,Elven Light Gauntlets,1,25
00105f14,Elven Light Helmet,1,60
0001391e,Elven Shield,4,115
000f9649,Herebane's Fortress,4,817
00065bbf,Thalmor Robes,4,410
00013939,Glass Armor,7,900
00013938,Glass Boots,2,190
0001393a,Glass Gauntlets,2,190
0001393b,Glass Helmet,2,450
0001393c,Glass Shield,6,450
0010cf9f,Glass Armor of Eminent Destruction,7,1602
0010594b,Fur Armor,6,50
0006f39b,Fur Bracers,1,10
0006f39e,Fur Helmet,1,23
0006f398,Fur Shoes,2,4
000a6d7f,Fur Boots,2,5
000a6d7d,Fur Gauntlets,2,5
000a6d7b,Stormcloak Cuirass,8,25
000a6d79,Stormcloak Helmet,2,12
0008697e,Stormcloak Officer Armor,8,35
00086981,Stormcloak Officer Boots,2,7
00086983,Stormcloak Officer Bracers,2,7
00086985,Stormcloak Officer Helmet,2,15
00013911,Hide Armor,5,50
00013910,Hide Boots,1,10
00013913,Hide Helmet,2,25
00013912,Hide Bracers,1,10
00013914,Hide Shield,4,25
0008b668,Hide Helmet of Alchemy,2,359
0008b669,Hide Helmet of Major Alchemy,2,409
0008b667,Hide Helmet of Minor Alchemy,2,287
020142c7,Vampire Armor,5,175
02015cc5,Vampire Armor of Quickening,5,225
02015cc6,Vampire Armor of Recharging,5,250
02015cc7,Vampire Armor of Replenishing,5,275
02015cc8,Vampire Armor of Resurgence,5,325
0201a51f,Vampire Gauntlets,1.5,25
0200b5db,Vampire Royal Armor,9,655
000e35d7,Guild Master's Armor,10,1779
000e35d6,Guild Master's Boots,2,649
000e35d8,Guild Master's Gloves,2,266
000e35d9,Guild Master's Hood,3,1252
0200575e,Aetherial Staff,8,1970
0004de5b,Dragon Priest Staff,8,1431
000b3dfa,Eye of Melka,8,1234
00046e0b,Gadnor's Staff of Charming,8,803
000ab704,Halldir's Staff,8,1874
0010076d,Hevnoraak's Staff,8,1791
0001cb36,Sanguine Rose,10,2087
000a88c9,Sild's Staff,8,245
00035066,Skull of Corruption,10,1680
000940d8,Staff of Arcane Authority,8,2443
0007a4fb,Staff of Hag's Wrath,8,1310
000e5f43,Staff of Jyrik Gauldurson,8,594
00035369,Staff of Magnus (item),8,1468
0201958c,Staff of Ruunvald,8,1393
0006a093,Staff of Tandil,8,2530
0007e646,Unenchanted Alteration Staff,8,500
0007e647,Unenchanted Conjuration Staff,8,500
000be11f,Unenchanted Destruction Staff,8,500
000cc826,Unenchanted Forsworn Staff,8,205
0007a91b,Unenchanted Illusion Staff,8,500
00051b0c,Unenchanted Restoration Staff,8,500
0002ac6f,Wabbajack (staff),10,1565
0401cd9f,Stalhrim Armor,38,2200
0401cd9e,Stalhrim Boots,7,450
0401cda0,Stalhrim Gauntlets,7,450
0401cda1,Stalhrim Helmet,7,1135
0401cda2,Stalhrim Light Armor,7,925
0401cd7e,Stalhrim Light Boots,2,215
0401cda5,Stalhrim Light Bracers,2,215
0401cda3,Stalhrim Light Helmet,2,465
04026237,Stalhrim Shield,10,600
040290a5,Stalhrim Armor of Major Alteration,7,2000
040290a8,Stalhrim Armor of Major Conjuring,7,2000
040290ab,Stalhrim Armor of Major Destruction,7,2000
040290b1,Stalhrim Armor of Major Health,7,2000
040290b4,Stalhrim Armor of Major Illusion,7,2000
040290ba,Stalhrim Armor of Major Restoration,7,2000
0402920e,Stalhrim Armor of Peerless Alteration,38,2000
04029211,Stalhrim Armor of Peerless Conjuring,38,2000
04029214,Stalhrim Armor of Peerless Destruction,38,2000
04029218,Stalhrim Armor of Peerless Health,38,2000
04029220,Stalhrim Armor of Peerless Illusion,38,2000
04029223,Stalhrim Armor of Peerless Restoration,38,2000
040290bd,Stalhrim Armor of Recuperation,7,2000
040290ae,Stalhrim Armor of Remedy,7,2000
04029226,Stalhrim Armor of Renewal,38,2000
04029217,Stalhrim Armor of Revival,38,2000
040290b7,Stalhrim Armor of the Major Squire,7,1216
0402921d,Stalhrim Armor of the Peerless Knight,38,2000
04029096,Stalhrim Boots of Dwindling Flames,2,711
04029099,Stalhrim Boots of Dwindling Frost,2,740
0402909d,Stalhrim Boots of Dwindling Shock,2,768
040290a0,Stalhrim Boots of Eminent Sneaking,2,1876
040290a1,Stalhrim Boots of Extreme Sneaking,2,1000
04029208,Stalhrim Boots of Grounding,7,1496
0402909c,Stalhrim Boots of Major Sneaking,2,1000
040290a2,Stalhrim Boots of Major Stamina,2,1000
0402920b,Stalhrim Boots of Peerless Stamina,7,1067
04029093,Stalhrim Boots of Strength,2,1189
04029202,Stalhrim Boots of the Firewalker,7,1388
040291fe,Stalhrim Boots of the Mammoth,7,1000
04029205,Stalhrim Boots of Warmth,7,1442
040290cd,Stalhrim Gauntlets of Eminent Deft Hands,2,1000
040290c4,Stalhrim Gauntlets of Eminent Lockpicking,2,1000
040290ce,Stalhrim Gauntlets of Extreme Deft Hands,2,739
040290c5,Stalhrim Gauntlets of Extreme Lockpicking,2,689
040290c0,Stalhrim Gauntlets of Major Alchemy,2,1000
040290c6,Stalhrim Gauntlets of Major Archery,2,1000
040290cc,Stalhrim Gauntlets of Major Deft Hands,2,1000
040290c3,Stalhrim Gauntlets of Major Lockpicking,2,1000
040290cf,Stalhrim Gauntlets of Major Smithing,2,732
040290d2,Stalhrim Gauntlets of Major Sure Grip,2,1000
040290c9,Stalhrim Gauntlets of Major Wielding,2,1000
04029229,Stalhrim Gauntlets of Peerless Alchemy,7,1000
0402922c,Stalhrim Gauntlets of Peerless Archery,7,1000
04029232,Stalhrim Gauntlets of Peerless Smithing,7,1000
04029235,Stalhrim Gauntlets of Peerless Sure Grip,7,1000
0402922f,Stalhrim Gauntlets of Peerless Wielding,7,1000
04029247,Stalhrim Helmet of Extreme Magicka (mislabelled),7,1200
040290d5,Stalhrim Helmet of Major Alchemy,2,1200
040290d8,Stalhrim Helmet of Major Alteration,2,1200
040290ea,Stalhrim Helmet of Major Archery,2,1200
040290db,Stalhrim Helmet of Major Conjuring,2,1200
040290de,Stalhrim Helmet of Major Destruction,2,1200
040290e1,Stalhrim Helmet of Major Illusion,2,1200
040290e4,Stalhrim Helmet of Major Magicka,2,1200
040290ed,Stalhrim Helmet of Major Restoration,2,1200
04029238,Stalhrim Helmet of Peerless Alchemy,7,1200
0402923b,Stalhrim Helmet of Peerless Alteration,7,1200
0402924d,Stalhrim Helmet of Peerless Archery,7,1200
0402923e,Stalhrim Helmet of Peerless Conjuring,7,1200
04029241,Stalhrim Helmet of Peerless Destruction,7,1200
04029244,Stalhrim Helmet of Peerless Illusion,7,1200
04029250,Stalhrim Helmet of Peerless Restoration,7,1200
040290e7,Stalhrim Helmet of Recharging,2,1200
0402924a,Stalhrim Helmet of Recovery,7,1200
040290f3,Stalhrim Shield of Dwindling Fire,10,971
040290f6,Stalhrim Shield of Dwindling Frost,10,1000
040290f9,Stalhrim Shield of Dwindling Magic,10,824
040290fc,Stalhrim Shield of Dwindling Shock,10,1028
040290f1,Stalhrim Shield of Eminent Blocking,10,1040
040290f2,Stalhrim Shield of Extreme Blocking,10,1149
040290f5,Stalhrim Shield of Fire Abatement,10,1263
040290f4,Stalhrim Shield of Fire Suppression,10,1115
040290f8,Stalhrim Shield of Frost Abatement,10,1308
040290f7,Stalhrim Shield of Frost Suppression,10,1152
040290fb,Stalhrim Shield of Magic Abatement,10,963
040290fa,Stalhrim Shield of Magic Suppression,10,879
040290f0,Stalhrim Shield of Major Blocking,10,933
040290fe,Stalhrim Shield of Shock Abatement,10,1354
040290fd,Stalhrim Shield of Shock Suppression,10,1189
000d2afe,Aegisbane,24,135
000964c9,Blade of Woe (used by Astrid),7,880
0009ccdc,Blade of Woe (quest reward),7,880
000c1989,Bolar's Oathblade,10,1014
0401a578,Champion's Cudgel,27,1767
040284a1,Hallowed Stalhrim Battleaxe,25,2358
04028483,Hallowed Stalhrim Bow,15,1277
0402845c,Hallowed Stalhrim Dagger,4.5,1063
04028435,Hallowed Stalhrim Greatsword,21,2213
0402840e,Hallowed Stalhrim Mace,18,1773
040283e7,Hallowed Stalhrim Sword,14,1493
040283c0,Hallowed Stalhrim War Axe,16,1638
04028399,Hallowed Stalhrim Warhammer,29,2498
0402849f,Holy Stalhrim Battleaxe,25,3029
04028481,Holy Stalhrim Bow,15,1948
0402845a,Holy Stalhrim Dagger,4.5,1734
04028433,Holy Stalhrim Greatsword,21,2884
0402840c,Holy Stalhrim Mace,18,2444
040283e5,Holy Stalhrim Sword,14,2164
040283be,Holy Stalhrim War Axe,16,2309
04028397,Holy Stalhrim Warhammer,29,3169
04026239,Stalhrim Arrow,0,7
0401cdb4,Stalhrim Battleaxe,25,2150
040284a7,Stalhrim Battleaxe of Animus,25,2025
040284b7,Stalhrim Battleaxe of Annihilating,25,5654
040284b9,Stalhrim Battleaxe of Banishing,25,2932
040284b2,Stalhrim Battleaxe of Blizzards,25,2188
040284a5,Stalhrim Battleaxe of Damnation,25,2373
040284a4,Stalhrim Battleaxe of Debilitation,25,2148
040284b0,Stalhrim Battleaxe of Depleting,25,2195
040284bf,Stalhrim Battleaxe of Despair,25,2005
040284c5,Stalhrim Battleaxe of Devouring,25,2324
040284bd,Stalhrim Battleaxe of Dread,25,2111
040284af,Stalhrim Battleaxe of Enervating,25,2358
040284c1,Stalhrim Battleaxe of Evoking,25,2345
040284a2,Stalhrim Battleaxe of Exhaustion,25,2450
040284b8,Stalhrim Battleaxe of Expelling,25,3827
040284b5,Stalhrim Battleaxe of Extreme Chaos,25,2312
040284b3,Stalhrim Battleaxe of Freezing,25,2062
040284bb,Stalhrim Battleaxe of Garnering,25,2367
040284bc,Stalhrim Battleaxe of Harvesting,25,2202
040284b6,Stalhrim Battleaxe of High Chaos,25,2159
040284ac,Stalhrim Battleaxe of Immobilizing,25,2468
040284c4,Stalhrim Battleaxe of Leeching,25,2570
040284a3,Stalhrim Battleaxe of Lethargy,25,2298
040284a9,Stalhrim Battleaxe of Lightning,25,2191
040284a6,Stalhrim Battleaxe of Malediction,25,2197
040284ae,Stalhrim Battleaxe of Nullifying,25,2523
040284ab,Stalhrim Battleaxe of Petrifying,25,2857
040284a8,Stalhrim Battleaxe of Storms,25,2320
040284ad,Stalhrim Battleaxe of Stunning,25,2097
040284ba,Stalhrim Battleaxe of Subsuming,25,2534
040284be,Stalhrim Battleaxe of Terror,25,2234
040284c0,Stalhrim Battleaxe of the Sorcerer,25,2507
040284c3,Stalhrim Battleaxe of the Vampire,25,2821
040284aa,Stalhrim Battleaxe of Thunderbolts,25,2065
040284b4,Stalhrim Battleaxe of Ultimate Chaos,25,2467
040284c2,Stalhrim Battleaxe of Winnowing,25,2185
040284b1,Stalhrim Battleaxe of Winter,25,2315
04026231,Stalhrim Bow,15,1800
04028489,Stalhrim Bow of Animus,15,2000
0402849c,Stalhrim Bow of Annihilating,15,2000
0402849e,Stalhrim Bow of Banishing,15,1851
04028494,Stalhrim Bow of Blizzards,15,2000
04028487,Stalhrim Bow of Damnation,15,2000
04028486,Stalhrim Bow of Debilitation,15,2000
04028492,Stalhrim Bow of Depleting,15,2000
0402849b,Stalhrim Bow of Despair,15,924
0402849a,Stalhrim Bow of Dread,15,2000
04028491,Stalhrim Bow of Enervating,15,2000
04028484,Stalhrim Bow of Exhaustion,15,1369
0402849d,Stalhrim Bow of Expelling,15,2000
04028497,Stalhrim Bow of Extreme Chaos,15,2000
04028495,Stalhrim Bow of Freezing,15,2000
04028498,Stalhrim Bow of High Chaos,15,1078
0402848e,Stalhrim Bow of Immobilizing,15,2000
04028485,Stalhrim Bow of Lethargy,15,2000
0402848b,Stalhrim Bow of Lightning,15,2000
04028488,Stalhrim Bow of Malediction,15,2000
04028490,Stalhrim Bow of Nullifying,15,1442
0402848d,Stalhrim Bow of Petrifying,15,1776
0402848a,Stalhrim Bow of Storms,15,1239
0402848f,Stalhrim Bow of Stunning,15,2000
04028499,Stalhrim Bow of Terror,15,2000
0402848c,Stalhrim Bow of Thunderbolts,15,2000
04028496,Stalhrim Bow of Ultimate Chaos,15,2000
04028493,Stalhrim Bow of Winter,15,1234
0401cdb5,Stalhrim Dagger,4.5,395
04028462,Stalhrim Dagger of Animus,4.5,730
04028475,Stalhrim Dagger of Annihilating,4.5,4359
04028477,Stalhrim Dagger of Banishing,4.5,1637
0402846d,Stalhrim Dagger of Blizzards,4.5,893
04028460,Stalhrim Dagger of Damnation,4.5,1078
0402845f,Stalhrim Dagger of Debilitation,4.5,853
0402846b,Stalhrim Dagger of Depleting,4.5,900
04028474,Stalhrim Dagger of Despair,4.5,710
04028480,Stalhrim Dagger of Devouring,4.5,1029
04028473,Stalhrim Dagger of Dread,4.5,816
0402846a,Stalhrim Dagger of Enervating,4.5,1063
0402847c,Stalhrim Dagger of Evoking,4.5,1050
0402845d,Stalhrim Dagger of Exhaustion,4.5,1155
04028476,Stalhrim Dagger of Expelling,4.5,2532
04028470,Stalhrim Dagger of Extreme Chaos,4.5,1017
0402846e,Stalhrim Dagger of Freezing,4.5,767
04028479,Stalhrim Dagger of Garnering,4.5,1072
0402847a,Stalhrim Dagger of Harvesting,4.5,907
04028471,Stalhrim Dagger of High Chaos,4.5,864
04028467,Stalhrim Dagger of Immobilizing,4.5,1173
0402847f,Stalhrim Dagger of Leeching,4.5,1275
0402845e,Stalhrim Dagger of Lethargy,4.5,1003
04028464,Stalhrim Dagger of Lightning,4.5,896
04028461,Stalhrim Dagger of Malediction,4.5,902
04028469,Stalhrim Dagger of Nullifying,4.5,1228
04028466,Stalhrim Dagger of Petrifying,4.5,1562
04028463,Stalhrim Dagger of Storms,4.5,1025
04028468,Stalhrim Dagger of Stunning,4.5,802
04028478,Stalhrim Dagger of Subsuming,4.5,1239
04028472,Stalhrim Dagger of Terror,4.5,939
0402847b,Stalhrim Dagger of the Sorcerer,4.5,1212
0402847e,Stalhrim Dagger of the Vampire,4.5,1526
04028465,Stalhrim Dagger of Thunderbolts,4.5,770
0402846f,Stalhrim Dagger of Ultimate Chaos,4.5,1172
0402847d,Stalhrim Dagger of Winnowing,4.5,890
0402846c,Stalhrim Dagger of Winter,4.5,1020
0401cdb6,Stalhrim Greatsword,21,1970
0402843b,Stalhrim Greatsword of Animus,21,1880
0402844e,Stalhrim Greatsword of Annihilating,21,2000
0428450,Stalhrim Greatsword of Banishing,21,2787
04028446,Stalhrim Greatsword of Blizzards,21,2000
04028439,Stalhrim Greatsword of Damnation,21,2000
04028438,Stalhrim Greatsword of Debilitation,21,2003
04028444,Stalhrim Greatsword of Depleting,21,2050
0402844d,Stalhrim Greatsword of Despair,21,1860
04028459,Stalhrim Greatsword of Devouring,21,2179
0402844c,Stalhrim Greatsword of Dread,21,2000
04028443,Stalhrim Greatsword of Enervating,21,2000
04028455,Stalhrim Greatsword of Evoking,21,2000
04028436,Stalhrim Greatsword of Exhaustion,21,2000
042844f,Stalhrim Greatsword of Expelling,21,2000
04028449,Stalhrim Greatsword of Extreme Chaos,21,2000
